0, -19.348
1, -14.5107
2, -14.3359
3, -12.0979
4, -10.2845
5, -8.88901
6, -6.59109
7, -5.40862
8, -4.22468
9, -0.904118
10, 0.536037
11, 2.1588
12, 4.27876
13, 5.15484
14, 5.42847
15, 8.69188
16, 10.7292
17, 11.324
18, 11.9376
19, 12.1671
20, 13.6075
21, 16.4659
22, 16.6478
23, 18.0892
